,id,2033-1,2033-2,2033-3,2033-4,2033-5,2033-6,2033-7,2033-8,2033-9,2033-10,2033-11,2033-12,2034-1,2034-2,2034-3,2034-4,2034-5,2034-6,2034-7,2034-8,2034-9,2034-10,2034-11,2034-12,total_score,last_6_month_score
0,fe1a4b24e7,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,19,6
0,07db279239,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,12,2
0,bc8d6ff3b7,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
0,5dd615fe10,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,7cbf1338bd,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,0,0,1,1,1,1,1,1,1,1,14,6
0,e10e36e2f9,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,977749d4e5,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,12,4
0,60bf19f521,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,17,6
0,a062af39c2,0,0,0,1,1,0,1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,10,4
0,87b6b95e1c,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,15,4
0,f59a9c1bbc,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,-1,11,4
0,e32a4794bf,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,18,6
0,a582dfb370,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,12,6
0,5fcc2d2469,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,11,0
0,ba05f75c98,0,0,0,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,1,-1,0,0,1,0,4,1
0,dd81923717,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,18,6
0,43fdb678ca,0,0,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,13,4
0,3eb035fc17,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,e05a1479f8,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,f6d5a85803,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,12,6
0,52917842e9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1
0,87e9ad6c21,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,19,6
0,ba19a6293f,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,fc7f400429,0,0,0,-1,-1,-1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,-1,-1,-1,-1,-1
0,da45a35568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,-3,-1
0,6fd0fb64ed,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,e8c15a5c71,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,12,6
0,22e90e8763,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,18,4
0,a04e644f3a,0,0,0,1,0,0,1,1,1,1,1,1,0,1,-1,1,-1,-1,1,1,1,1,1,1,12,6
0,9dbb05646e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0
0,045a1c428b,0,0,0,-1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,9,6
0,04f8a5a2f9,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16,6
0,5f846b812c,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,b10f4ef8e7,0,0,0,1,1,1,1,1,-1,-1,-1,0,1,0,1,1,1,1,1,1,0,0,0,0,9,2
0,f90eb5ac43,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,-1,1,7,3
0,580db9e7d9,0,0,0,1,1,-1,-1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,-1,9,3
0,7bc12f02ab,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,d5054434e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,-2,0
0,68e6513d63,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,dbd615f993,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,0,0,1,1,1,1,1,9,5
0,4e8622df0b,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,dac6b93931,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,15,6
0,e9898380ac,0,0,0,-1,1,-1,1,1,1,-1,0,0,1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-2
0,74059f184c,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-1,13,4
0,67d5afe4d7,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,-2,1
0,410d375d93,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,-1,-2
0,16445475fa,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,4922fead61,0,0,0,-1,-1,0,0,1,0,1,-1,-1,-1,1,-1,-1,0,0,0,1,-1,1,-1,-1,-5,-1
0,cf66cca723,0,0,0,1,1,1,1,1,1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,-1,-1,11,2
0,d6a2c3c051,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,12,2
0,a8549be10b,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,3,0
0,c5ab5cb719,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,-1,1,-1,1,1,-1,-1,4,0
0,c9034cb0e8,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,791991cada,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,871d3e8148,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,12,6
0,c171c91144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,-3,0
0,2908b09fa6,0,0,0,1,0,1,1,-1,1,1,-1,1,0,1,-1,1,-1,1,1,-1,1,1,-1,1,7,2
0,60a69495cf,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,-1,1,11,4
0,d9667bcedf,0,0,0,0,0,0,0,0,1,1,-1,-1,1,-1,-1,-1,0,0,0,0,1,0,0,0,-1,1
0,55a8be24da,0,0,0,1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,0
0,8637529709,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,fdc09aca5f,0,0,0,0,0,1,-1,1,1,1,1,1,-1,-1,-1,0,0,1,0,1,1,1,1,1,8,5
0,522ada4702,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,0,-4
0,8deae20986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,-1,-2
0,09c9956adc,0,0,0,1,1,-1,-1,-1,0,0,0,0,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0
0,19591eb4d4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,2,0
0,a2ef9b0ad3,0,0,0,1,1,0,0,0,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,6,2
0,d94d29e5b3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,9bafdb6f2c,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1
0,671e3a785b,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0
0,cbeadb2893,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,bf9790ed55,0,0,0,0,1,0,0,0,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,3,0
0,c846970726,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,9,4
0,c96c9916df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,-2,0
0,661dfaed19,0,0,0,1,0,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,0,1,0,1,10,4
0,fae96fc008,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,30bfb965e2,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,17,6
0,66c55960f9,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,19,6
0,a2b0c700c6,0,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,1,0,0,1,0,0,1,0,0,0,-2,1
0,b6f6ece900,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
0,beaa09cfac,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0,0,0,0,1,-1,1,1,1,6,3
0,dc6610d4a3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2
0,b02328f7af,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,1,1,1,1,11,6
0,0ec9f57f10,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1
0,8c5edb2c39,0,0,0,1,1,-1,1,1,-1,1,-1,-1,-1,0,1,1,1,-1,1,1,0,1,0,0,5,3
0,5ee7607608,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,10,5
0,9ab723baf9,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,2
0,068da9961c,0,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,17,6
0,1d276d454e,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,3f9d7a2f82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-4
0,a5e6b8e87e,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,18,4
0,5aa6c698a2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2
0,d415c98c96,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,7a89db5c26,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,19,6
0,290765181e,0,0,0,-1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,-1,-1,2,0
0,f7ab93451f,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,11f65fecdd,0,0,0,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,13,2
0,2daa76b616,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,19,6
0,ebe7412de2,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,17,6
0,18fd6637ae,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,9fe3707299,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,9,6
0,2ee2608106,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,10,0
0,ad1e88633f,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,-1,1,1,-1,-1,-1,0,0,3,-2
0,f65da4a25a,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,c2c5878233,0,0,0,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,11,2
0,78db0261c3,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,6,-4
0,3c3188c35e,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,6104f3e021,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,18,6
0,aa00c22d8c,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,2
0,328f3999af,0,0,0,1,1,1,1,-1,-1,-1,0,0,1,-1,1,1,1,1,1,0,0,0,0,0,6,1
0,dde8557ba1,0,0,0,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,0,0,1,1,1,1,0,0,1,5,4
0,46afadf73c,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,19,6
0,283e7599c9,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,15,6
0,a610a581ae,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
0,253a713cd7,0,0,0,1,1,1,1,-1,-1,-1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,6,1
0,0149d4bfba,0,0,0,1,1,1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0
0,404eb0f054,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0
0,f2f3f6df63,0,0,0,1,1,1,1,-1,-1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,1,-1,9,0
0,14a3b2a088,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,f3f656137a,0,0,0,0,1,0,0,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,0,0,-1,1
0,63bd85f1c8,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,-1,0,5,-3
0,363360c125,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
0,d9373419d3,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,1,9,4
0,2969c7c3ab,0,0,0,0,0,1,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,1,0,0,0,0,1,1,0,2
0,c7568452b0,0,0,0,1,1,1,-1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,16,5
0,86e3a75935,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,9,4
0,17c5654aca,0,0,0,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,11,2
0,5714e86fba,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,14,6
0,6031888469,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0
0,a9a6b7efc2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,7aa5762af7,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,16,2
0,8f8c1aeb98,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,10,5
0,736b9a31cc,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,75f717b38a,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,d59ca84a06,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-1,7,3
0,e6bc9f2160,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,19,6
0,b421a47422,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,6,2
0,f506c04549,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,db8171176b,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,1b06434c16,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0
0,d5801805f4,0,0,0,-1,-1,-1,-1,0,0,1,-1,1,-1,1,1,0,0,0,0,0,0,1,0,1,0,2
0,ef71cd88a2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,dcacbd4d49,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,6a735e9644,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,15,2
0,6f0427fbf4,0,0,0,1,0,1,0,0,0,0,0,1,-1,-1,1,1,-1,1,-1,-1,-1,0,0,1,1,-2
0,f9cebd5e52,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,20,6
0,717c6f78c0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,10,5
0,de9bdcb6ff,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,12,6
0,415f073e29,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,914a6b5357,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,18,6
0,55e9af1cde,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,1a2a12a70b,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,18,6
0,1ee596339f,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,-1,-2
0,1547182ac5,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,15,2
0,6545a5ce94,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,-4,1
0,c693c1a053,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,19,4
0,812d0905b0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,13,2
0,f80e543947,0,0,0,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,14,2
0,78cb4b49b2,0,0,0,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,14,4
0,ed468a0095,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,18,6
0,825bbabd7e,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16,6
0,6331dcfeb9,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,14,5
0,12fee582d8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,0,0,-1,-2
0,285caeb939,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,20,6
0,c8816eeacc,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,a1bbc81b54,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,9,4
0,f33ca0ac4e,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,-2,-2
0,7618060e05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,e85891be80,0,0,0,0,0,0,0,1,1,-1,-1,1,-1,-1,-1,0,0,0,0,1,1,0,0,1,1,3
0,e656af79c3,0,0,0,1,0,1,1,1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,1,1,0,6,3
0,9653fb2aa0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,1,-1,-1,-1,0,5,-1
0,929b3d2283,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,1
0,cd210bc0c6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,4,1
0,3b15b59a26,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,7ed51301f3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,-2,0
0,a362c2a278,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,bdf1d16247,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,18,6
0,f49e71bddc,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,ffe26b900d,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,19,6
0,09ee333b51,0,0,0,-1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,-1,-1,-1,0,0,0,3,-3
0,9e3c660638,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,15,4
0,b75f0f06ac,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,1,1,1,7,3
0,5c72127330,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,19,6
0,0da85f799d,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,20,6
0,044ebe709c,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,cba4e2c14e,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,2
0,e150ca67d4,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,19,6
0,7e46513c5d,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,15,6
0,1743223511,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,d2a4b8a797,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,-1,1,-1,-1,-1,1,1,1,7,0
0,0dc71684a3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,6711e72d3a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,-2,-3
0,bf921c897c,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,13,6
0,b35ec89e7d,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,b410c611a2,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,18,6
0,2a8bfb6cd8,0,0,0,1,0,0,0,0,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,1,0,0,0,-2,0
0,3fcfa1d9a6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,28db0af8ca,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,-1,-1,-1,-1,1,1,1,1,7,2
0,93c0c49d0d,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,716841ca95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-3,-4
0,6006a3edda,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,10,5
0,8d3119bffa,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,-1,1,7,3
0,4710ed8379,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,-1,-1,-1,-1,-1,1,-1,2,-4
0,e2b16a3b92,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,2b6029b184,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,1,1,7,4
0,0c0a3bca11,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
0,731045c30a,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,3,0
0,91397123e5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,74ff2b5eee,0,0,0,1,0,1,1,1,0,1,1,0,1,-1,1,1,-1,1,1,1,-1,1,1,-1,10,2
0,6c9ab35a3c,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16,6
0,3c4e1cdf2e,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,52bfa6f933,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,2bf6d1f36d,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,2c3e83b214,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,0,0,-3
0,ffc99ae470,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,15,2
