id,count-2033-1,count-2033-2,count-2033-3,count-2033-4,count-2033-5,count-2033-6,count-2033-7,count-2033-8,count-2033-9,count-2033-10,count-2033-11,count-2033-12,count-2034-1,count-2034-2,count-2034-3,count-2034-4,count-2034-5,count-2034-6,count-2034-7,count-2034-8,count-2034-9,count-2034-10,count-2034-11,count-2034-12,volume-2033-1,volume-2033-2,volume-2033-3,volume-2033-4,volume-2033-5,volume-2033-6,volume-2033-7,volume-2033-8,volume-2033-9,volume-2033-10,volume-2033-11,volume-2033-12,volume-2034-1,volume-2034-2,volume-2034-3,volume-2034-4,volume-2034-5,volume-2034-6,volume-2034-7,volume-2034-8,volume-2034-9,volume-2034-10,volume-2034-11,volume-2034-12
e232adf191,1,2,36,2,12,12,235,39,37,52,29,1,43,40,47,63,46,50,38,39,3,16,9,12,5768,5369,37261,5320,190216,136674,4571111,642751,665651,1204395,417601,16889,1000061,976990,1124525,1668882,1133044,1806688,963143,1072935,10864,96724,58908,89430
726b1d7cd5,1,2,36,30,35,22,22,48,93,48,106,95,81,86,177,106,157,68,58,82,163,44,129,140,5768,5369,37261,1184258,607129,1037527,849879,2029819,2411509,2211561,2527376,3380997,3232870,3305174,2592353,3590875,5666357,4536429,1502848,3876238,4617498,939949,2992328,4352552
a84a3c411c,1,2,36,30,35,3,5,6,15,7,12,9,12,11,10,8,14,10,16,11,15,17,17,17,5768,5369,37261,1184258,607129,24364,75835,52077,181018,65679,118869,55463,101080,81548,76739,64038,72445,47220,151911,71946,131015,160659,123133,654138
b82826c1d8,1,2,36,30,35,3,5,6,15,7,12,9,12,11,10,8,14,10,16,11,4,2,17,2,5768,5369,37261,1184258,607129,24364,75835,52077,181018,65679,118869,55463,101080,81548,76739,64038,72445,47220,151911,71946,103268,20705,123133,20588
79495b0a8c,1,2,36,30,35,3,5,6,15,7,12,9,12,11,10,8,47,48,10,2,10,17,7,45,5768,5369,37261,1184258,607129,24364,75835,52077,181018,65679,118869,55463,101080,81548,76739,64038,4843868,8244082,645266,96920,593582,3844694,1949481,19944755
74da462e37,1,2,36,30,35,3,5,6,15,7,12,9,35,120,155,155,167,118,155,127,147,196,147,177,5768,5369,37261,1184258,607129,24364,75835,52077,181018,65679,118869,55463,167598,717244,933314,934978,1031057,721941,897884,765662,874829,1154429,801987,1153471
c4420fb75a,1,2,36,30,35,3,5,6,15,7,12,9,35,120,155,33,64,74,66,81,112,127,88,107,5768,5369,37261,1184258,607129,24364,75835,52077,181018,65679,118869,55463,167598,717244,933314,214027,485594,653482,584008,627597,841885,879464,786423,768717
05180aa60f,1,2,36,30,35,3,5,6,15,7,12,9,3,8,11,9,16,9,7,13,7,12,12,12,5768,5369,37261,1184258,607129,24364,75835,52077,181018,65679,118869,55463,23513,108672,46810,33411,193008,28795,58585,61928,29811,57429,88678,56593
9171cbabd1,1,2,36,30,35,3,5,6,15,7,12,1,3,8,11,1,1,9,7,13,7,12,2,2,5768,5369,37261,1184258,607129,24364,75835,52077,181018,65679,118869,1718,23513,108672,46810,911,911,28795,58585,61928,29811,57429,8518,20100
7783a876c4,1,2,1,61,68,59,56,64,50,48,86,42,57,69,65,50,37,49,47,50,46,50,81,63,5768,5369,5282,749189,858681,735249,679060,808455,637876,626266,1154118,849313,727164,1020239,705309,771687,472961,576785,481983,523105,501342,499107,964680,576883
cebd298171,1,2,1,61,68,59,56,64,50,48,15,18,41,46,36,55,61,61,85,183,124,1,2,1,5768,5369,5282,749189,858681,735249,679060,808455,637876,626266,64696,97643,267987,310137,283497,376315,506728,515624,624881,1399825,1004800,9481,22121,11926
2d00b12e3d,1,2,1,61,68,59,56,64,50,48,15,18,9,17,17,22,19,31,23,25,23,20,37,26,5768,5369,5282,749189,858681,735249,679060,808455,637876,626266,64696,97643,403498,396676,888366,614871,674935,940154,606575,780334,547845,605454,1065229,708074
463b4be0eb,1,2,1,61,68,59,56,64,50,2,19,29,17,18,18,16,22,18,17,11,10,13,26,20,5768,5369,5282,749189,858681,735249,679060,808455,637876,62817,807827,1093328,589604,505834,464481,488386,718994,726622,464437,575278,371433,500688,882825,776334
5999a6e8e1,1,2,1,61,2,59,9,1,50,2,21,6,17,18,18,16,22,18,17,11,10,13,26,20,5768,5369,5282,749189,2168,735249,6002,1061,637876,62817,19089,5872,589604,505834,464481,488386,718994,726622,464437,575278,371433,500688,882825,776334
68e5fa892e,1,2,1,61,2,59,9,1,50,2,21,6,17,18,18,16,2,15,13,17,27,20,30,32,5768,5369,5282,749189,2168,735249,6002,1061,637876,62817,19089,5872,589604,505834,464481,488386,19542,595859,389178,674485,708741,382893,513567,653626
0d970b6c59,1,2,1,61,2,59,1,80,176,92,102,20,1,88,59,30,46,17,42,226,228,105,118,54,5768,5369,5282,749189,2168,735249,2387,714517,1389233,927957,1089380,155174,3081,706855,576845,223930,417257,68327,578790,2321962,1975852,1119090,998062,401545
f591f18a05,1,2,1,61,2,59,20,61,106,100,95,102,129,115,175,122,122,111,120,114,147,143,115,100,5768,5369,5282,749189,2168,735249,155461,277659,402171,347080,357840,358868,512613,396867,645969,432021,461132,402230,392654,395208,588959,471711,390826,367077
92a98935e9,1,2,1,61,2,7,23,25,43,56,60,44,69,51,73,75,56,50,51,52,58,60,62,52,5768,5369,5282,749189,2168,187532,612697,632138,1141189,1529608,1388596,1124246,1895048,1375391,2071443,3287907,2659175,1855297,2394596,2407304,2236798,2791243,2335672,2557379
f9067a0cef,1,2,1,61,2,7,23,25,43,56,60,100,70,85,116,106,134,130,96,82,121,121,118,153,5768,5369,5282,749189,2168,187532,612697,632138,1141189,1529608,1388596,805327,516160,665775,874117,812199,1018954,992106,662602,525641,782262,869468,887885,1237785
c1fb011b3a,1,2,1,61,2,7,23,3,13,2,60,3,12,14,13,1,40,16,13,42,35,3,118,4,5768,5369,5282,749189,2168,187532,612697,29725,102131,14968,1388596,16939,79768,72568,73480,17536,445136,186456,148422,548698,298786,12254,887885,15301
2657af28ea,1,2,1,61,2,7,35,22,19,5,61,30,12,2,10,34,11,35,39,62,22,35,30,16,5768,5369,5282,749189,2168,187532,194754,129366,130176,52581,397044,203791,79768,8458,69751,297600,139918,331194,295389,676506,210807,243773,317273,152930
7449e517d5,1,2,1,61,2,7,35,22,19,5,61,30,12,2,2,8,56,48,28,41,40,57,40,39,5768,5369,5282,749189,2168,187532,194754,129366,130176,52581,397044,203791,79768,8458,7991,44373,692854,858633,611104,905053,684989,1041134,869181,751591
46f0bf1cc3,1,2,7,7,5,12,9,27,28,23,26,25,33,22,19,28,19,25,23,22,27,28,19,26,5768,146107,448017,273006,646003,623421,262169,935548,897456,605548,871395,1358631,1235914,773853,483084,1102211,620852,973296,689475,818689,720093,897113,613944,677994
729df58ce1,1,2,7,7,5,12,9,27,28,23,17,28,19,36,53,45,72,55,68,60,105,113,93,104,5768,146107,448017,273006,646003,623421,262169,935548,897456,605548,101519,203832,211345,230840,363419,271841,482075,260645,365036,300769,601141,688016,563395,572843
f48d9d6764,1,52,42,2,96,94,44,59,52,45,47,32,31,52,49,63,70,107,48,24,45,43,53,75,5768,792389,557477,13978,1172042,1251609,587524,750957,713437,614427,762410,486080,431876,878624,611161,733271,639018,934591,566621,303682,503778,724849,708816,1474186
0c9bb617f4,1,52,42,2,96,94,44,59,52,45,47,1,31,3,1,63,2,1,1,24,45,1,1,75,5768,792389,557477,13978,1172042,1251609,587524,750957,713437,614427,762410,3300,431876,25322,6040,733271,16867,39927,3505,303682,503778,4529,4646,1474186
ea060e8cc2,1,52,42,2,96,94,44,59,52,45,47,1,31,3,1,63,2,1,1,1,3,2,2,75,5768,792389,557477,13978,1172042,1251609,587524,750957,713437,614427,762410,3300,431876,25322,6040,733271,16867,39927,3505,11167,88126,3176,20109,1474186
402b203f2c,1,52,42,2,96,94,44,59,52,45,47,1,31,3,1,63,2,1,1,1,3,2,2,40,5768,792389,557477,13978,1172042,1251609,587524,750957,713437,614427,762410,3300,431876,25322,6040,733271,16867,39927,3505,11167,88126,3176,20109,300285
b6e54d5073,1,52,42,11,6,9,9,7,52,1,7,12,14,13,12,23,29,29,20,18,21,14,14,18,5768,792389,557477,59582,24838,64571,35867,109758,713437,2422,68454,63286,120883,160309,61501,176440,209626,202449,133270,196177,216395,89482,90686,107280
39748f9678,1,52,42,11,6,9,9,7,52,1,7,12,74,32,105,58,115,61,91,57,46,81,133,48,5768,792389,557477,59582,24838,64571,35867,109758,713437,2422,68454,63286,791275,303569,993935,487206,1186267,559472,849778,668233,416548,722710,1299080,511230
f8166adfae,1,52,42,11,6,9,9,7,52,418,7,246,4,7,10,58,115,61,91,57,46,323,133,275,5768,792389,557477,59582,24838,64571,35867,109758,713437,10299786,68454,9544905,126087,265253,290587,487206,1186267,559472,849778,668233,416548,10617016,1299080,11944724
6f673c20ec,1,52,42,11,6,9,149,43,8,18,7,9,4,7,10,58,115,61,91,57,46,1,133,275,5768,792389,557477,59582,24838,64571,1316955,435457,72023,167591,58469,52094,126087,265253,290587,487206,1186267,559472,849778,668233,416548,20628,1299080,11944724
bc153e3bed,1,52,42,11,6,9,149,43,8,18,7,9,4,7,10,2,5,4,9,51,57,61,66,84,5768,792389,557477,59582,24838,64571,1316955,435457,72023,167591,58469,52094,126087,265253,290587,39972,123420,111696,318669,2154344,2196182,2356467,2804644,4271338
fef7001907,1,52,42,11,6,9,149,43,8,18,7,9,4,7,10,2,5,4,9,51,57,1,16,20,5768,792389,557477,59582,24838,64571,1316955,435457,72023,167591,58469,52094,126087,265253,290587,39972,123420,111696,318669,2154344,2196182,4344,265319,227431
8b77a82853,1,1,1,8,23,18,7,43,12,34,69,77,3,7,10,2,5,4,9,51,57,1,16,1,5768,253675,229824,71498,533274,181742,1565,435457,446036,667636,1034743,1633716,66438,265253,290587,39972,123420,111696,318669,2154344,2196182,36693,265319,15584
1fb3a4b8a1,1,1,1,1,1,4,2,3,3,2,1,10,5,2,3,5,9,12,5,13,12,18,58,49,5768,253675,229824,425627,322979,223861,1952312,2943435,2469997,2110396,2243361,205942,541673,177812,146239,1054983,2763678,6122889,1760344,2435185,4508365,7776964,3328704,4291649
d522d0a678,1,1,1,1,1,4,2,404,33,24,15,10,7,3,2,6,8,9,3,257,21,17,13,7,5768,253675,229824,425627,322979,70280,17006,4271160,851101,371259,254995,175381,146114,11754,44961,56508,59653,177741,11627,2932882,338081,234590,193019,108586
7a4ede527c,1,1,1,1,1,4,2,404,33,24,15,10,7,2,49,42,38,37,26,39,32,35,48,83,5768,253675,229824,425627,322979,70280,17006,4271160,851101,371259,254995,175381,146114,21235,924957,550037,658439,649540,420251,459705,310258,516057,1434922,1987795
aa4d0eb6ac,1,1,1,1,1,4,2,404,33,24,15,10,7,2,2,4,8,91,147,275,181,228,181,118,5768,253675,229824,425627,322979,70280,17006,4271160,851101,371259,254995,175381,146114,21235,12432,25227,27390,601330,1121064,1862815,1502519,1602825,1447660,884755
92263f9181,1,1,1,1,1,4,2,404,33,24,15,10,7,2,2,4,18,15,11,10,14,17,16,12,5768,253675,229824,425627,322979,70280,17006,4271160,851101,371259,254995,175381,146114,21235,12432,84436,330020,237512,270272,146683,179650,340930,312158,240842
592f83609e,1,1,1,1,1,4,2,404,33,24,106,174,90,107,137,139,155,171,286,422,362,353,302,274,5768,253675,229824,425627,322979,70280,17006,4271160,851101,371259,756827,1247190,722011,834224,1066687,1095399,1290370,1333189,1972952,2776313,2400279,2693883,2303267,2119448
5fbf895deb,1,1,1,1,1,4,2,404,33,24,106,174,90,107,1,9,155,19,286,422,362,353,6,274,5768,253675,229824,425627,322979,70280,17006,4271160,851101,371259,756827,1247190,722011,834224,16140,137125,1290370,220479,1972952,2776313,2400279,2693883,63049,2119448
7ec78ed32e,1,1,1,1,1,4,2,404,33,24,106,1,2,2,2,2,4,3,4,5,4,6,4,8,5768,253675,229824,425627,322979,70280,17006,4271160,851101,371259,756827,45329,272124,293176,257589,272997,560526,420707,295322,608830,431411,690715,564138,942590
a93c53edd6,1,1,1,1,1,4,2,404,33,24,106,26,123,31,50,81,94,113,57,85,91,55,48,3,5768,253675,229824,425627,322979,70280,17006,4271160,851101,371259,756827,608437,2119559,635735,546417,2131854,3224003,2682041,1134919,1838123,1109411,441042,1143374,159933
63efc5550c,1,1,2,35,13,3,5,23,22,19,14,1,123,31,50,81,94,113,57,85,91,55,48,3,22769,253675,10407,489996,180913,10434,22689,94283,87994,80031,53799,3516,2119559,635735,546417,2131854,3224003,2682041,1134919,1838123,1109411,441042,1143374,159933
457b67e656,1,1,2,35,13,3,5,23,1,3,5,5,8,10,8,6,8,5,11,5,6,8,8,12,22769,253675,10407,489996,180913,10434,22689,94283,4085,107312,537874,177815,607199,654632,500503,813122,477572,329310,413908,360961,434526,875317,466213,481902
a03429c40f,1,1,2,35,6,37,48,10,35,38,38,40,44,26,27,26,50,36,34,14,30,26,24,21,22769,253675,10407,489996,20581,173548,210828,42466,141071,153155,141319,151322,178479,111113,102496,100052,221529,161828,162167,65887,145835,118348,96184,105259
fa634928a7,150,153,159,216,196,133,149,163,181,207,213,218,241,237,237,252,279,227,223,215,304,327,352,318,1027063,1002253,984235,1343377,1206614,819383,975450,1110440,1283436,1375243,1373376,1529548,1555276,1467627,1412554,1582572,1797786,1416550,1390836,1318534,1818533,1954682,2117208,2134641
5d8285e9d1,150,153,159,216,196,133,149,163,181,207,213,218,241,237,237,252,279,227,223,1,92,52,1,1,1027063,1002253,984235,1343377,1206614,819383,975450,1110440,1283436,1375243,1373376,1529548,1555276,1467627,1412554,1582572,1797786,1416550,1390836,689,124483,63923,658,2854
9ccd3a76d8,150,153,159,216,196,133,2,15,34,39,39,66,62,86,79,85,89,84,95,115,132,167,140,134,1027063,1002253,984235,1343377,1206614,819383,10184,346773,516196,728336,588838,1359156,922999,1484186,1546208,1758272,2079805,1669291,1884259,2225850,2621092,3280671,2994350,2564257
ea041f5ff8,150,153,159,216,196,1,2,8,9,12,9,13,14,17,14,11,20,20,19,22,14,9,11,13,1027063,1002253,984235,1343377,1206614,4744,10184,223974,274185,307322,270707,333487,346406,470453,344976,349658,480590,549759,466651,507699,369879,271331,271977,412221
d0f8b06e47,150,153,159,216,196,1,2,8,9,12,9,13,14,17,64,134,144,121,165,118,171,75,208,143,1027063,1002253,984235,1343377,1206614,4744,10184,223974,274185,307322,270707,333487,346406,470453,505291,1049364,1012741,1089342,1376877,1244573,1679962,676158,2494262,1510865
9c62796f40,150,153,159,216,196,1,2,8,9,12,9,13,14,17,64,134,144,121,165,1,1,75,208,143,1027063,1002253,984235,1343377,1206614,4744,10184,223974,274185,307322,270707,333487,346406,470453,505291,1049364,1012741,1089342,1376877,8048,18082,676158,2494262,1510865
99879d2736,150,2,18,84,31,16,7,15,30,22,21,186,36,18,13,10,17,37,33,47,17,94,23,30,1027063,2197,62471,312440,100924,60479,33246,52984,89350,77083,81064,762020,156258,70690,44053,38678,61193,95951,83503,174884,72851,304136,76939,107382
e2e6a6d4a7,150,2,18,84,31,16,7,15,30,22,21,186,3,1,3,6,21,26,43,25,6,1,23,30,1027063,2197,62471,312440,100924,60479,33246,52984,89350,77083,81064,762020,146395,25154,105094,198433,1015876,1452399,2181329,953382,140137,25575,76939,107382
f451a57c58,150,2,18,84,31,16,7,15,30,22,21,9,3,1,2,6,21,3,3,25,6,1,1,1,1027063,2197,62471,312440,100924,60479,33246,52984,89350,77083,81064,3222,1351,387,963,198433,1015876,1432,1286,953382,140137,25575,316,322
4050344b5b,150,2,18,84,31,16,7,15,30,22,21,9,3,1,4,11,40,31,20,30,32,97,31,210,1027063,2197,62471,312440,100924,60479,33246,52984,89350,77083,81064,3222,1351,387,60810,196555,636208,410634,279728,436691,392230,1043045,282945,1064733
7dc4930f0c,150,2,18,84,31,16,7,15,30,22,21,9,3,1,4,11,40,31,3,1,1,17,55,56,1027063,2197,62471,312440,100924,60479,33246,52984,89350,77083,81064,3222,1351,387,60810,196555,636208,410634,27219,9321,9321,257441,579776,613339
a04c5a4c80,150,2,18,84,31,16,7,15,30,22,21,9,3,1,4,15,11,12,6,1,1,12,18,10,1027063,2197,62471,312440,100924,60479,33246,52984,89350,77083,81064,3222,1351,387,60810,358740,248403,329609,110931,9321,9321,83922,158033,56762
6c7fe69731,150,2,2,8,10,10,12,7,16,9,8,3,2,1,7,24,29,42,40,33,33,37,14,8,1027063,2197,15949,209012,288920,105886,114504,94017,192235,143370,136509,38907,31336,12009,539831,341989,334349,458086,468836,278563,328611,404347,187107,125485
b4c3cadcf3,150,2,2,8,10,10,12,5,16,1,2,6,3,9,6,9,5,6,6,1,33,1,1,1,1027063,2197,15949,209012,288920,105886,114504,116653,192235,20355,44349,119609,95055,144559,128533,190699,117741,161581,82122,15840,328611,14443,15496,6929
c7c1e902a1,150,2,2,8,10,10,12,5,1,1,2,6,3,9,6,2,5,6,6,1,33,1,1,1,1027063,2197,15949,209012,288920,105886,114504,116653,6507,20355,44349,119609,95055,144559,128533,13438,117741,161581,82122,15840,328611,14443,15496,6929
a29c90dbc6,150,2,2,8,10,10,12,5,1,1,2,6,3,9,6,13,3,6,6,1,33,1,1,1,1027063,2197,15949,209012,288920,105886,114504,116653,6507,20355,44349,119609,95055,144559,128533,216704,58046,161581,82122,15840,328611,14443,15496,6929
b33dc0efde,150,2,2,8,10,10,12,5,1,1,2,6,3,9,6,13,3,6,14,28,13,18,6,7,1027063,2197,15949,209012,288920,105886,114504,116653,6507,20355,44349,119609,95055,144559,128533,216704,58046,161581,10894,24355,15118,17360,5932,6785
33f36f4685,150,2,2,8,10,10,1,44,5,9,32,10,4,7,3,9,2,1,1,28,3,18,10,1,1027063,2197,15949,209012,288920,105886,50223,944914,49716,179686,1279930,316960,109862,134344,32437,174444,29963,51342,135878,24355,57464,17360,215565,39237
665a62aefb,150,2,2,8,10,10,1,44,1,9,32,10,4,7,3,1,6,1,2,2,3,18,10,1,1027063,2197,15949,209012,288920,105886,50223,944914,401,179686,1279930,316960,109862,134344,1918,5736,29150,51342,21179,3017,57464,17360,215565,848
68afa914eb,1,1,2,8,1,10,1,2,1,9,32,10,4,7,3,1,6,1,2,2,3,18,10,1,98364,147986,15949,209012,9376,105886,50223,22077,401,179686,1279930,316960,109862,134344,1918,5736,29150,51342,21179,3017,57464,17360,215565,848
170acb3c00,1,1,2,8,1,10,1,2,1,9,32,10,4,7,3,1,1,7,4,2,3,7,9,2,98364,147986,15949,209012,9376,105886,50223,22077,401,179686,1279930,316960,109862,134344,1918,5736,1925,32781,42322,3017,21980,236231,47004,22123
8adb84cde7,1,1,2,8,1,10,1,2,1,9,32,10,4,7,3,1,1,7,1,25,45,58,59,88,98364,147986,15949,209012,9376,105886,50223,22077,401,179686,1279930,316960,109862,134344,1918,5736,1925,32781,3420,460094,499314,700908,631202,795740
214e8d5bb4,1,1,2,8,1,10,1,2,1,9,32,10,4,7,3,1,1,7,1,25,45,104,126,82,98364,147986,15949,209012,9376,105886,50223,22077,401,179686,1279930,316960,109862,134344,1918,5736,1925,32781,3420,460094,499314,1440285,2007853,1061693
77a7c41fce,1,1,2,9,20,32,38,34,14,7,15,34,18,12,20,29,39,53,51,22,11,2,16,18,98364,147986,15949,1050718,1287457,2203819,2753285,2578749,899847,380449,2378829,3627832,1047794,675920,3118233,4375286,3247302,3589735,2543352,1365202,763343,150074,2348402,1956448
cc1d5ec916,1,1,2,9,26,25,62,42,61,37,41,31,46,54,33,72,30,23,52,51,18,39,36,41,20232,203,15949,1050718,556096,943840,3806218,1207997,3351098,1403564,1374872,789037,1395722,1748778,917945,5508506,1827217,1906773,1942189,4056316,374428,1777128,1180377,1176225
9ff8b6fd9b,1,1,2,9,26,25,62,42,61,37,1,1,4,28,72,80,106,293,208,195,188,124,124,132,20232,203,15949,1050718,556096,943840,3806218,1207997,3351098,1403564,4285,3430,22094,142097,296360,323180,435884,1327795,1015068,994893,1085141,641269,613334,595071
d54d4f6fc1,1,1,2,9,3,25,62,42,1,37,1,1,4,28,72,80,106,293,208,195,188,551,160,65,20232,203,15949,1050718,4760,943840,3806218,1207997,5958,1403564,4285,3430,22094,142097,296360,323180,435884,1327795,1015068,994893,1085141,1843968,582746,181153
73354d2bbb,1,1,2,9,3,25,169,201,178,161,190,190,183,202,241,244,245,243,253,236,239,283,303,369,20232,203,15949,1050718,4760,943840,860656,1067397,940453,836926,925758,877837,873284,972053,1273627,1300771,1352881,1311040,1330596,1270130,1322191,1502089,1533057,1997984
09f66ceb4b,1,1,2,9,3,25,169,201,178,161,190,190,183,202,241,244,245,243,253,236,20,78,74,70,20232,203,15949,1050718,4760,943840,860656,1067397,940453,836926,925758,877837,873284,972053,1273627,1300771,1352881,1311040,1330596,1270130,93614,418270,303551,326447
fd52751c0a,1,1,2,9,3,25,169,201,178,161,190,190,183,202,241,244,35,120,213,138,49,18,25,24,20232,203,15949,1050718,4760,943840,860656,1067397,940453,836926,925758,877837,873284,972053,1273627,1300771,902953,2132355,2870783,1095733,317291,135131,178579,176749
23ad8a33ce,1,1,2,9,3,25,169,201,178,161,190,190,183,202,241,244,35,120,213,138,49,18,25,61,20232,203,15949,1050718,4760,943840,860656,1067397,940453,836926,925758,877837,873284,972053,1273627,1300771,902953,2132355,2870783,1095733,317291,135131,178579,444109
6c013bb935,1,1,2,9,3,25,169,201,178,22,68,57,183,1,12,2,35,5,8,21,46,20,40,32,20232,203,15949,1050718,4760,943840,860656,1067397,940453,269637,735621,408139,873284,7351,66999,45076,902953,30475,79707,252382,376314,154955,330308,279682
68d03c7b8f,1,1,2,9,3,25,169,201,178,22,68,57,183,1,12,25,26,5,4,1,46,20,40,32,20232,203,15949,1050718,4760,943840,860656,1067397,940453,269637,735621,408139,873284,7351,66999,108814,91583,26783,29395,2973,376314,154955,330308,279682
bf82bfb0f4,1,1,114,120,120,136,105,114,94,84,143,139,79,103,89,76,68,213,193,119,154,126,173,165,20232,2043,824395,987621,1017385,1097313,772655,831261,748661,793641,1213965,1137735,631414,835958,642775,587201,512921,1782830,1661629,967284,1203188,999338,1539514,1326103
927fc8e50d,1,1,114,120,120,136,105,114,94,84,143,139,79,103,89,76,68,12,14,25,20,22,28,23,20232,2043,824395,987621,1017385,1097313,772655,831261,748661,793641,1213965,1137735,631414,835958,642775,587201,512921,182412,240672,321068,307721,366284,481645,318345
fa1b52dea7,1,1,114,120,120,136,105,114,94,222,3,139,79,103,89,76,68,12,14,25,20,22,28,23,20232,2043,824395,987621,1017385,1097313,772655,831261,748661,3209171,73035,1137735,631414,835958,642775,587201,512921,182412,240672,321068,307721,366284,481645,318345
1ddbf0a825,1,1,5,10,12,11,7,4,15,17,18,128,25,6,5,7,2,4,1,11,3,29,12,39,20232,2043,108978,78218,94401,93460,71226,24224,105603,154987,183008,1090654,207214,41570,42613,70732,21608,28768,8389,441226,20547,253952,135879,253270
294b85a190,1,1,5,10,12,11,7,4,15,17,8,17,27,13,5,7,2,4,1,11,3,29,12,39,20232,2043,108978,78218,94401,93460,71226,24224,105603,154987,20988,32403,60878,27826,42613,70732,21608,28768,8389,441226,20547,253952,135879,253270
7b290b44b2,1,1,5,10,12,11,7,4,15,17,8,17,27,13,5,7,2,4,91,151,13,31,31,15,20232,2043,108978,78218,94401,93460,71226,24224,105603,154987,20988,32403,60878,27826,42613,70732,21608,28768,69919,668183,41837,139230,99745,46385
08ee7ca022,7,8,5,10,12,11,7,4,15,17,8,17,38,144,132,116,143,154,146,111,152,260,247,241,79928,55116,108978,78218,94401,93460,71226,24224,105603,154987,20988,32403,226436,922037,732038,704558,768648,981194,952121,711687,916500,1403929,1205292,1191693
4f704c918b,7,8,5,10,12,11,7,2,105,17,8,1,1,40,193,116,143,154,1,11,121,260,2,2,79928,55116,108978,78218,94401,93460,71226,4480,297267,154987,20988,2646,2568,91007,585019,704558,768648,981194,1054,85396,372029,1403929,4906,9791
338d813e1f,7,8,5,10,12,11,7,2,105,17,8,1,1,40,193,1,143,2,9,7,5,4,3,2,79928,55116,108978,78218,94401,93460,71226,4480,297267,154987,20988,2646,2568,91007,585019,8687,768648,17013,97341,98349,41883,33134,25145,9791
2aea7a50fe,7,8,5,10,12,11,7,2,105,17,8,1,1,28,47,78,40,57,47,37,37,36,64,38,79928,55116,108978,78218,94401,93460,71226,4480,297267,154987,20988,2646,2568,945811,970526,1427651,1295070,1472624,1502729,990682,755710,553845,1575679,1130482
730ac11c0e,7,8,5,10,11,6,23,3,105,1,8,3,3,3,3,1,5,5,1,1,8,36,64,38,79928,55116,108978,78218,22020,8470,40546,11206,297267,2613,20988,3826,3812,4486,4761,2145,8312,5880,1225,1188,16749,553845,1575679,1130482
63021ec1a9,7,8,5,10,11,17,61,97,96,96,104,125,137,136,133,129,140,130,130,119,139,121,132,157,79928,55116,108978,78218,22020,106631,242523,316759,326034,329847,363384,574745,519819,707423,653973,680954,759560,669079,670186,638064,748134,630788,720500,895187
4e03b5f624,7,8,5,10,11,17,61,97,5,19,17,17,15,16,12,9,3,12,5,8,16,11,9,12,79928,55116,108978,78218,22020,106631,242523,316759,318638,1455589,1227202,1446027,449289,1123802,999917,1191009,316848,1520307,441802,745409,1100019,1036152,775993,920717
b17032bbbd,7,8,5,10,11,17,61,97,5,19,17,5,33,27,22,10,31,20,4,60,94,79,87,62,79928,55116,108978,78218,22020,106631,242523,316759,318638,1455589,1227202,24711,285337,230408,166700,90998,275495,192759,54154,522957,903492,639269,875212,541630
c08d566691,7,8,5,10,11,17,61,97,5,19,17,5,33,27,22,10,31,20,4,60,94,16,34,18,79928,55116,108978,78218,22020,106631,242523,316759,318638,1455589,1227202,24711,285337,230408,166700,90998,275495,192759,54154,522957,903492,90394,181015,145445
5adb4ea858,7,8,5,10,11,17,61,97,5,19,17,5,33,27,22,10,1,3,2,60,94,36,18,29,79928,55116,108978,78218,22020,106631,242523,316759,318638,1455589,1227202,24711,285337,230408,166700,90998,52075,155344,119052,522957,903492,257522,177682,268322
8f56a8a2f6,7,8,5,10,11,17,3,4,8,6,7,12,16,17,30,22,38,29,34,33,38,40,42,24,79928,55116,108978,78218,22020,106631,52578,49926,114628,81534,107106,160087,227276,251385,352632,228505,437673,341477,447436,349856,410932,476223,528614,304980
61cf7525ba,7,8,5,10,11,17,3,4,8,6,7,12,16,17,30,22,31,70,93,89,104,129,121,139,79928,55116,108978,78218,22020,106631,52578,49926,114628,81534,107106,160087,227276,251385,352632,228505,197725,391929,525873,566356,677888,703435,674615,814820
93f8015b61,7,8,5,10,11,17,3,4,4,8,5,3,4,4,2,5,6,3,3,2,4,3,121,2,79928,55116,108978,78218,22020,106631,52578,49926,7698,107642,18366,10803,14035,15247,7340,18620,23891,10658,11433,7328,4922,50540,674615,7321
c84800cb88,7,8,5,10,11,17,3,4,4,1,4,4,2,4,5,1,2,1,4,3,3,1,4,1,79928,55116,108978,78218,22020,106631,52578,49926,7698,231961,939575,771834,482295,811245,974581,202052,307000,231961,864514,605323,746006,231961,943218,108236
af50442599,7,8,5,10,11,17,3,4,1,29,40,61,46,68,90,84,71,175,98,74,74,92,85,63,79928,55116,108978,78218,22020,106631,52578,49926,11569,736089,1147559,1676189,1493275,2000495,2172777,1526282,1415920,5891065,1789351,1843200,1433816,1455906,1979493,1295505
f0fba085c3,7,8,5,10,11,17,3,4,1,29,1514,61,4,2,10,6,4,3,98,1,1,1,85,1,79928,55116,108978,78218,22020,106631,52578,49926,11569,736089,27599886,1676189,52542,32713,137109,40935,42017,29816,1789351,29121,13116,3278,1979493,33306
1eb34f8cf8,7,8,5,10,11,17,3,4,1,29,1514,61,4,2,10,6,4,43,61,66,47,34,33,19,79928,55116,108978,78218,22020,106631,52578,49926,11569,736089,27599886,1676189,52542,32713,137109,40935,42017,249731,359580,447358,250270,219930,278234,108025
